id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
741988,Changes in lower esophageal sphincter pressure (LES) after Stamm gastrostomy,eng,J Surg Res,The Journal of surgical research,0022-4804,42.0,5.0,1/1/87,570-4,"{""J. L. Grosfeld"",""S. Goto"",""G. P. Gardner"",""D. F. Canal"",""D. W. Vane""}"
589265,Consumption of fried foods and risk of metabolic syndrome: the SUN cohort study,eng,Clin Nutr,"Clinical nutrition (Edinburgh, Scotland)",0261-5614,33.0,3.0,1/1/14,545-9,"{""E. Flores-Gomez"",""F. J. Basterra-Gortari"",""C. Sayon-Orea"",""M. A. Martinez-Gonzalez"",""A. Gea"",""M. Bes-Rastrollo""}"
360693,Perineal endometriosis: a case report and review of the literature,eng,Tech Coloproctol,Techniques in coloproctology,1123-6337 (Print) 1123-6337,14.0,0.0,1/1/10,S25-7,"{""E. Idrizovic"",""A. Odobasic"",""L. Dedic"",""A. Pasic"",""M. Dervisefendic"",""E. Iljazovic-Latifagic"",""A. Odobasic"",""L. Arnautalic""}"
168157,Evaluation of a hybrid constructed wetland for treating domestic sewage from individual housing units surrounding agricultural villages in South Korea,,Journal of environmental monitoring : JEM,J Environ Monit,1464-0325,11.0,1.0,1/1/09,134-44,"{""Woo Young Park"",""Do Jin Lee"",""Jong Sir Lim"",""Jong Soo Heo"",""Jeoung Yoon Seo"",""Ronald D. DeLaune"",""Ju Sik Cho""}"
66579,"Astaxanthin Inhibits JAK/STAT-3 Signaling to Abrogate Cell Proliferation, Invasion and Angiogenesis in a Hamster Model of Oral Cancer.",eng,PloS one,PLoS ONE,1932-6203,9.0,10.0,1/1/14,e109114,"{""Abdul Basit Baba"",""J Kowshik"",""G Deepak Reddy"",""Hemant Giri"",""Madhulika Dixit"",""Siddavaram Nagini""}"
658982,Diagnostic performance of body mass index to identify obesity as defined by body adiposity: a systematic review and meta-analysis.,eng,International journal of obesity (2005),Int J Obes (Lond),1476-5497,34.0,5.0,5/1/10,791-9,"{""M F Jumean"",""P J Erwin"",""V M Montori"",""F Lopez-Jimenez"",""A Romero-Corral"",""V K Somers"",""D O Okorodudu""}"
385346,"New concepts in predicting, evaluating, and managing neurodevelopmental outcomes in children with congenital heart disease.",eng,Current opinion in pediatrics,Curr. Opin. Pediatr.,1531-698X,25.0,5.0,10/1/13,574-84,"{""Bradley S Marino""}"
938092,Continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.,,Annals of internal medicine,Ann. Intern. Med.,1539-3704,122.0,3.0,1/1/95,179-186,"{""R Fernandez"",""J Rello"",""N Bonsoms"",""A Artigas"",""J Mestre"",""F Baigorri"",""L Blanch"",""D Fontanals"",""J Valles""}"
383183,Transport of infants with congenital heart disease.,eng,European journal of pediatrics,Eur. J. Pediatr.,1432-1076,174.0,5.0,5/1/15,703,"{""Althaf Ansary""}"
392576,Effects of Ginkgo biloba on haemostatic factors and inflammation in chronic peritoneal dialysis patients.,eng,Phytotherapy research : PTR,Phytother Res,0951-418X,19.0,6.0,6/1/05,546-8,"{""Won Ki Min"",""Soon Bae Kim"",""Su Hee Kim"",""Jai Won Chang"",""Hyun Sook Chi"",""Eun Kyoung Lee""}"
961006,Antimalarial agents: Are we running out of options?,English,Current Opinion in Infectious Diseases,Curr.Opin.Infect.Dis.,0951-7375,7.0,6.0,1/1/94,701-707,"{""H. O. Lobel"",""P. E. Kozarsky""}"
786558,A balancing act of the brain: activations and deactivations driven by cognitive load.,,Brain and behavior,Brain Behav,2162-3279,0.0,0.0,1/1/13,,"{""Taylor MJ Arsalidou M, Pascual-Leone J, Johnson J, Morris D""}"
35875,18F-flumazenil: a �_-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",J. Nucl. Med.,1535-5667,54.0,8.0,8/1/13,1270-7,"{""David Binns"",""Robert E Ware"",""Damian E Myers"",""Marie-Claude Gregoire"",""Eddie W Lau"",""Lucy Vivash"",""Terence J O'Brien"",""Viviane Bouilleret"",""Mark J Cook"",""Rodney J Hicks"",""Peter Roselt""}"
882786,"[In vitro culture of cells from respiratory mucosa on foils of collagen, poly-L-lactide (PLLA) and poly-3-hydroxy-butyrate (PHB)].",ger,Laryngo- rhino- otologie,Laryngorhinootologie,0935-8943,82.0,10.0,10/1/03,693-9,"{""B Kramp"",""J Ostwald"",""S Dommerich"",""Claudia Nischan""}"
332926,Poverty is the main environmental factor for obesity in a Mexican-border city,,Journal of health care for the poor and underserved,J Health Care Poor Underserved,1049-2089,24.0,2.0,1/1/13,556-65,"{""Montserrat Bacardi-Gascon"",""Arturo Jimenez-Cruz"",""Lidia M. Castaneda-Gonzalez""}"
109843,Growth hormone treatment and diabetes: survey of the kabi pharmacia international growth study.,eng,Acta paediatrica Scandinavica. Supplement,Acta Paediatr Scand Suppl,0300-8843,379.0,,1/1/91,104-7; discussion 108,"{""P Czernichow"",""K Albertsson-Wikland"",""R Gunnarsson"",""T Tuvemo""}"
855970,Augmin-dependent microtubule nucleation at microtubule walls in the spindle,English,JOURNAL OF CELL BIOLOGY,J Cell Biol,0021-9525,202.0,1.0,1/1/13,25-33,"{""S. Kita"",""J. R. McIntosh"",""M. Osumi"",""T. Kamasaki"",""G. Goshima"",""E. O'Toole"",""J. Usukura""}"
482584,Functional conservation and divergence of J-domain-containing ZUO1/ZRF orthologs throughout evolution.,eng,Planta,Planta,1432-2048,239.0,6.0,6/1/14,1159-73,"{""Chunlin Liu"",""Wen-Hui Shen"",""Ying Ruan"",""Dong-Hong Chen"",""Yong Huang""}"
553088,"Validity of International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) screening for sepsis in surgical mortalities.",eng,Surgical infections,Surg Infect (Larchmt),1557-8674,15.0,5.0,10/1/14,513-6,"{""Catherine Mays"",""Rajesh Ramanathan"",""Dale Harvey"",""Gregory Stockslager"",""Therese M Duane"",""Patricia Leavell""}"
575935,"The association between urinary cortisol excretion and cardiovascular risk factors, bone status and quality of life in the population.",eng,Steroids,Steroids,1878-5867,101.0,,9/1/15,71-7,"{""Kerstin Landin-Wilhelmsen"",""G̦ran Oler̦d"",""Oskar Ragnarsson"",""Penelope Trimpou""}"
160121,Complicated skin and soft tissue infection.,eng,The Journal of antimicrobial chemotherapy,J. Antimicrob. Chemother.,1460-2091,65.0,,11/1/10,iii35-44,"{""Matthew S Dryden""}"
84783,Mild endoplasmic reticulum stress augments the proinflammatory effect of IL-1�_ in pancreatic rat �_-cells via the IRE1�/XBP1s pathway.,eng,Endocrinology,Endocrinology,1945-7170,153.0,7.0,7/1/12,3017-28,"{""Michela Miani"",""Decio L Eizirik"",""Laurence Ladri̬re"",""Maikel L Colli"",""Miriam Cnop""}"
481173,Operations for cervical incompetence,eng,Clin Obstet Gynecol,Clinical obstetrics and gynecology,0009-9201 (Print) 0009-9201,29.0,2.0,1/1/86,240-54,"{""D. W. Branch""}"
946487,Effectiveness of measles vaccination and vitamin A treatment,eng,Int J Epidemiol,International journal of epidemiology,0300-5771 (Print) 0300-5771,39.0,0.0,1/1/10,i48-55,"{""A. M. Navar"",""N. A. Halsey"",""C. R. Sudfeld""}"
685456,Acute effects of different nutritional supplements on symptoms and functional capacity in patients with chronic obstructive pulmonary disease.,eng,Am J Clin Nutr,The American journal of clinical nutrition,Feb-65,73.0,2.0,2/1/01,295-301,"{""Z Hofman"",""L H Nelissen"",""M A Vermeeren"",""A van Lier"",""E F Wouters"",""A M Schols""}"
6028,Preliminary results from a single institutional prospective study of alemtuzumab for the treatment of steroid refractory acute graft versus host disease in pediatrics,,Biology of Blood and Marrow Transplantation,Biol.Blood Marrow Transplant.,1083-8791,19.0,2.0,1/1/13,S331-,"{""A. Filipovich"",""M. Jordan"",""S. Davies"",""R. Marsh"",""P. Khandelwal"",""M. Grimley"",""S. Chandra"",""A. Kumar"",""S. Jodele"",""P.A. Mehta"",""K. Myers"",""J. Bleesing""}"
48202,"Anaesthesia, movement and emesis",,British Journal of Anaesthesia,Br.J.Anaesth.,0007-0912,0.0,6.0,1/1/90,728-730-,"{""Hawkey C."",""Gorbutt N."",""Guiblin H."",""Kong A."",""Beattie A."",""Curran J."",""Kamath B.""}"
908011,Left ventricular hypertrophy predicts outcome of hypertension regardless of the type of ventricular arrhythmia present,eng,J Hum Hypertens,Journal of human hypertension,0950-9240 (Print) 0950-9240,13.0,9.0,1/1/99,617-23,"{""C. Gruppi"",""C. Medeiros"",""C. D. Frimm"",""M. Curi"",""E. Krieger"",""B. Trezza""}"
979155,Measurement of muscle architecture concurrently with muscle hardness using ultrasound strain elastography.,eng,"Acta radiologica (Stockholm, Sweden : 1987)",Acta Radiol,1600-0455,55.0,7.0,9/1/14,833-9,"{""Kentaro Chino"",""Hideyuki Takahashi"",""Ryota Akagi"",""Michiko Dohi""}"
752075,Energy and fat intakes of children and adolescents in the united states: data from the national health and nutrition examination surveys,,Am J Clin Nutr,The American journal of clinical nutrition,Feb-65,72.0,5.0,1/1/00,1343S-1353S,"{""R. P. Troiano"",""M. D. Carroll"",""R. R. Briefel"",""K. Bialostosky""}"
670823,An official American Thoracic Society systematic review: Influence of psychosocial characteristics on workplace disability among workers with respiratory impairment.,eng,American journal of respiratory and critical care medicine,Am. J. Respir. Crit. Care Med.,1535-4970,188.0,9.0,11/1/13,1147-60,"{""[Collective Name] American Thoracic Society Respiratory Impairment and Disability Evaluation Group"",""Philip Harber"",""Margaret C Haggerty"",""Christopher G Slatore""}"
73289,Polymorphisms of the XPC gene may contribute to the risk of head and neck cancer: a meta-analysis.,eng,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour Biol.,1423-0380,35.0,4.0,4/1/14,3917-31,"{""Xuejun Chen"",""Yang Zhang"",""Zufei Li"",""Qi Zhong"",""Weiguo Zhou"",""Xiaohong Chen"",""Zhigang Huang"",""Jugao Fang""}"
255382,Campfire burns in children: an Australian experience.,eng,Burns : journal of the International Society for Burn Injuries,Burns,0305-4179,28.0,4.0,6/1/02,374-8,"{""John F Fraser"",""Kelvin L Choo"",""Roy M Kimble""}"
979472,Distribution of silicotic collagenization in relation to smoking habits,eng,Am Rev Respir Dis,The American review of respiratory disease,0003-0805 (Print) 0003-0805,144.0,2.0,1/1/91,297-301,"{""S. L. Lee"",""G. K. Sluis-Cremer"",""P. A. Hessel""}"
226417,Correct Performance of Pelvic Muscle Exercises in Women Reporting Prior Knowledge.,ENG,Female pelvic medicine & reconstructive surgery,Female Pelvic Med Reconstr Surg,2154-4212,,,10/27/14,,"{""Katharine O'Dell"",""Padma Kandadai"",""Jyot Saini""}"
